<occupation-9>,gedelegeerde van de Hoge Vertegenwoordiger van de Kroon voor Zuid-Sumatra te Palembang
<occupation-6-end>,1946
<occupation-10>,Gouverneur van Nederlands Nieuw-Guinea
<residence-4>,Nederlands-Indië
<residence-2>,Nederlands-Indië
<death-place>,'s-Gravenhage
<occupation-5>,geïnterneerd in Japanse gevangenkampen
<marriage-place>,Watemponé (Ned.-Indië)
<residence-2-end>,1947-10
<occupation-2-begin>,1931
<occupation-3>,bestuursambtenaar te Bandjermasin
<occupation-2-end>,1933
<occupation-1>,bestuursambtenaar op Celebes
<residence-2-begin>,1919
<occupation-1-end>,1931
<occupation-7>,adviseur voor lokale financiën, departement van Binnenlandse Zaken te Buitenzorg
<residence-5-begin>,1953-01
<name>,s.j.l. van waardenburg|stephan lucien joseph van waardenburg
<education-2-end>,1933-11-16
<occupation-10-begin>,1949-12-27
<education-2>,indologie, Rijksuniversiteit Leiden,
<gender>,1
<birth-place>,Buitenzorg (Ned.-Indië)
<residence-3>,'s-Gravenhage
<marriage-time>,1927-11-07
<education-1-end>,1921
<residence-4-begin>,1948-03
<residence-5>,'s-Gravenhage
<death-time>,1975-04-04
<birth-time>,1900-02-21
<occupation-5-begin>,1941
<occupation-4>,onderhoofd kantoor bestuurszaken Buitengewesten,
<occupation-9-begin>,1949
<occupation-9-end>,1950
<occupation-1-begin>,1921
<residence-1>,Leiden
<occupation-8>,hoofd afdeling bestuurszaken, departement van Binnenlandse Zaken te Buitenzorg,
<occupation-2>,secretaris te Djambi
<occupation-5-end>,1945
<occupation-8-end>,1949
<residence-3-begin>,1947-11
<residence-4-end>,1953-01
<occupation-6>,hoofd afdeling politieke research, departement van Binnenlandse Zaken te Buitenzorg
<occupation-10-end>,1953-04-01
<residence-3-end>,1948-03
<occupation-6-begin>,1945
<education-1>,indologie (niet voltooid), Rijksuniversiteit Leiden,
<occupation-4-end>,1941
