<occupation-8-begin>,1959-10-01
<occupation-6-end>,1955-10-01
<death-place>,'s-Gravenhage
<occupation-5>,raadadviseur ministerie van Wederopbouw en Volkshuisvesting
<occupation-7-end>,1959-10-01
<occupation-2-begin>,1934
<occupation-3>,referendaris Provinciale Griffie te 's-Gravenhage
<occupation-2-end>,1936
<occupation-1>,hoofdcommies Provinciale Griffie te Leeuwarden
<occupation-1-end>,1934
<occupation-7>,secretaris-generaal ministerie van Wederopbouw en Volkshuisvesting
<occupation-7-begin>,1955-10-01
<occupation-3-begin>,1936
<name>,a.h. günther|herman günther
<education-2-end>,1930-06-19
<education-2>,Nederlands recht, Gemeentelijke Universiteit te Amsterdam
<gender>,1
<birth-place>,Haarlem
<occupation-1-begin>,1930
<death-time>,1986-11-28
<birth-time>,1908-07-06
<occupation-5-begin>,1948
<occupation-4>,chef afdeling administratief onderzoek van begrotingen (rang: administrateur), Provinciale Griffie te 's-Gravenhage
<education-2-begin>,1926
<occupation-3-end>,1938
<occupation-4-begin>,1938
<occupation-8>,secretaris-generaal ministerie van Binnenlandse Zaken
<occupation-2>,hoofdcommies Provinciale Griffie te 's-Gravenhage
<occupation-5-end>,1950
<occupation-8-end>,1973-08-01
<occupation-6>,raadadviseur in algemene dienst, hoofd afdeling Juridische zaken en plaatsvervangend secretaris-generaal ministerie van Wederopbouw en Volkshuisvesting
<occupation-6-begin>,1950
<education-1>,gymnasium te Haarlem
<occupation-4-end>,1948
